No. moves  % accept.        E_tot           E_sr
     34244    49.7744        -7012.666       -7012.666
     34246    49.7744        -7012.546       -7012.546
     34248    49.7743        -7026.935       -7026.935
     34250    49.7743        -7050.160       -7050.160
     34252    49.7743        -7066.582       -7066.582
     34254    49.7743        -7042.540       -7042.540
     34256    49.7743        -7063.628       -7063.628
     34258    49.7743        -7040.865       -7040.865
     34260    49.7743        -7040.775       -7040.775
     34262    49.7743        -7031.935       -7031.935
     34264    49.7743        -7052.983       -7052.983
     34266    49.7743        -7054.351       -7054.351
     34268    49.7743        -7081.781       -7081.781
     34270    49.7743        -7088.615       -7088.615
     34272    49.7742        -7092.122       -7092.122
     34274    49.7742        -7090.815       -7090.815
     34276    49.7742        -7083.016       -7083.016
     34278    49.7742        -7072.701       -7072.701
     34280    49.7741        -7090.063       -7090.063
     34282    49.7740        -7098.058       -7098.058
     34284    49.7740        -7090.895       -7090.895
     34286    49.7740        -7074.331       -7074.331
     34288    49.7740        -7092.846       -7092.846
     34290    49.7740        -7083.208       -7083.208
     34292    49.7740        -7049.555       -7049.555
     34294    49.7740        -7042.728       -7042.728
     34296    49.7740        -7029.787       -7029.787
     34298    49.7739        -7033.008       -7033.008
     34300    49.7739        -7037.914       -7037.914
     34302    49.7739        -7048.182       -7048.182
     34304    49.7739        -7023.115       -7023.115
     34306    49.7739        -7035.494       -7035.494
     34308    49.7738        -7040.497       -7040.497
     34310    49.7738        -7054.089       -7054.089
     34312    49.7739        -7082.228       -7082.228
     34314    49.7739        -7076.108       -7076.108
     34316    49.7739        -7034.814       -7034.814
     34318    49.7739        -7061.654       -7061.654
     34320    49.7739        -7068.586       -7068.586
     34322    49.7738        -7067.364       -7067.364
     34324    49.7738        -7051.456       -7051.456
     34326    49.7738        -7095.972       -7095.972
     34328    49.7738        -7065.659       -7065.659
     34330    49.7738        -7055.327       -7055.327
     34332    49.7738        -7048.234       -7048.234
     34334    49.7739        -7040.578       -7040.578
     34336    49.7739        -7041.665       -7041.665
     34338    49.7739        -7028.937       -7028.937
     34340    49.7738        -7029.045       -7029.045
     34342    49.7739        -7035.497       -7035.497
     34344    49.7739        -7069.644       -7069.644
     34346    49.7739        -7057.302       -7057.302
     34348    49.7739        -7056.431       -7056.431
     34350    49.7739        -7054.867       -7054.867
     34352    49.7739        -7076.662       -7076.662
     34354    49.7739        -7119.652       -7119.652
     34356    49.7739        -7100.531       -7100.531
     34358    49.7739        -7071.789       -7071.789
     34360    49.7738        -7079.117       -7079.117
     34362    49.7738        -7067.988       -7067.988
     34364    49.7738        -7086.002       -7086.002
     34366    49.7738        -7081.951       -7081.951
     34368    49.7737        -7072.501       -7072.501
     34370    49.7738        -7036.288       -7036.288
     34372    49.7738        -7037.356       -7037.356
     34374    49.7738        -7049.954       -7049.954
     34376    49.7738        -7076.864       -7076.864
     34378    49.7738        -7075.431       -7075.431
     34380    49.7739        -7046.031       -7046.031
     34382    49.7739        -7066.051       -7066.051
     34384    49.7739        -7045.613       -7045.613
     34386    49.7739        -7018.171       -7018.171
     34388    49.7739        -7038.386       -7038.386
     34390    49.7739        -7032.883       -7032.883
     34392    49.7739        -7040.721       -7040.721
     34394    49.7738        -7049.881       -7049.881
     34396    49.7738        -7048.331       -7048.331
     34398    49.7737        -7056.986       -7056.986
     34400    49.7738        -7057.252       -7057.252
     34402    49.7738        -7022.986       -7022.986
     34404    49.7738        -7003.498       -7003.498
     34406    49.7738        -7033.763       -7033.763
     34408    49.7738        -7026.220       -7026.220
     34410    49.7738        -7008.979       -7008.979
     34412    49.7738        -7015.647       -7015.647
     34414    49.7739        -7014.883       -7014.883
     34416    49.7738        -7022.540       -7022.540
     34418    49.7738        -7014.023       -7014.023
     34420    49.7738        -7036.835       -7036.835
     34422    49.7738        -7007.000       -7007.000
     34424    49.7738        -7001.487       -7001.487
     34426    49.7739        -7006.976       -7006.976
     34428    49.7738        -7019.119       -7019.119
     34430    49.7738        -7012.843       -7012.843
     34432    49.7738        -7018.384       -7018.384
     34434    49.7738        -7045.588       -7045.588
     34436    49.7738        -7022.999       -7022.999
     34438    49.7738        -7020.926       -7020.926
     34440    49.7739        -7001.675       -7001.675
     34442    49.7739        -6985.315       -6985.315
     34444    49.7739        -6985.331       -6985.331
     34446    49.7739        -6979.272       -6979.272
     34448    49.7739        -6986.776       -6986.776
     34450    49.7739        -6989.809       -6989.809
     34452    49.7739        -6993.109       -6993.109
     34454    49.7740        -7008.148       -7008.148
     34456    49.7739        -7014.240       -7014.240
     34458    49.7739        -7001.214       -7001.214
     34460    49.7739        -6990.721       -6990.721
     34462    49.7739        -6969.130       -6969.130
     34464    49.7739        -7015.166       -7015.166
     34466    49.7738        -7015.393       -7015.393
     34468    49.7738        -7006.455       -7006.455
     34470    49.7738        -6987.304       -6987.304
     34472    49.7738        -6973.016       -6973.016
     34474    49.7738        -6973.599       -6973.599
     34476    49.7738        -6971.493       -6971.493
     34478    49.7737        -6978.507       -6978.507
     34480    49.7738        -6996.558       -6996.558
     34482    49.7737        -6977.216       -6977.216
     34484    49.7737        -6985.606       -6985.606
     34486    49.7736        -6983.862       -6983.862
     34488    49.7737        -6995.428       -6995.428
     34490    49.7737        -6980.190       -6980.190
     34492    49.7737        -6950.409       -6950.409
     34494    49.7737        -6958.653       -6958.653
     34496    49.7737        -6951.983       -6951.983
     34498    49.7737        -6956.086       -6956.086
     34500    49.7737        -6969.681       -6969.681
     34502    49.7737        -6972.482       -6972.482
     34504    49.7737        -6960.995       -6960.995
     34506    49.7737        -6942.141       -6942.141
     34508    49.7737        -6959.921       -6959.921
     34510    49.7737        -6965.661       -6965.661
     34512    49.7737        -6992.749       -6992.749
     34514    49.7736        -6968.859       -6968.859
     34516    49.7737        -6964.298       -6964.298
     34518    49.7737        -7005.516       -7005.516
     34520    49.7737        -6994.043       -6994.043
     34522    49.7737        -6987.242       -6987.242
     34524    49.7737        -6976.632       -6976.632
     34526    49.7736        -6998.183       -6998.183
     34528    49.7737        -6975.453       -6975.453
     34530    49.7737        -6962.872       -6962.872
     34532    49.7737        -6994.647       -6994.647
     34534    49.7737        -6973.791       -6973.791
     34536    49.7737        -6966.765       -6966.765
     34538    49.7736        -6978.980       -6978.980
     34540    49.7736        -6971.387       -6971.387
     34542    49.7736        -6996.395       -6996.395
     34544    49.7736        -7040.945       -7040.945
     34546    49.7736        -7021.106       -7021.106
     34548    49.7736        -7015.125       -7015.125
     34550    49.7737        -6991.442       -6991.442
     34552    49.7737        -7004.810       -7004.810
     34554    49.7736        -7018.260       -7018.260
     34556    49.7736        -7037.919       -7037.919
     34558    49.7737        -7026.231       -7026.231
     34560    49.7737        -7011.652       -7011.652
     34562    49.7738        -7030.182       -7030.182
     34564    49.7738        -7022.522       -7022.522
     34566    49.7738        -7038.371       -7038.371
     34568    49.7738        -7026.442       -7026.442
     34570    49.7738        -7017.091       -7017.091
     34572    49.7737        -7015.960       -7015.960
     34574    49.7737        -7006.982       -7006.982
     34576    49.7738        -6997.395       -6997.395
     34578    49.7737        -6996.375       -6996.375
     34580    49.7738        -6980.143       -6980.143
     34582    49.7738        -6984.940       -6984.940
     34584    49.7738        -7001.486       -7001.486
     34586    49.7739        -7014.307       -7014.307
     34588    49.7739        -6990.267       -6990.267
     34590    49.7739        -7013.501       -7013.501
     34592    49.7739        -7013.818       -7013.818
     34594    49.7739        -6999.444       -6999.444
     34596    49.7739        -7009.303       -7009.303
     34598    49.7740        -7004.755       -7004.755
     34600    49.7740        -6991.647       -6991.647
     34602    49.7740        -7019.334       -7019.334
     34604    49.7740        -7031.812       -7031.812
     34606    49.7741        -7039.222       -7039.222
     34608    49.7740        -7038.787       -7038.787
     34610    49.7740        -7041.769       -7041.769
     34612    49.7741        -7023.027       -7023.027
     34614    49.7741        -7035.658       -7035.658
     34616    49.7740        -7044.041       -7044.041
     34618    49.7740        -7054.252       -7054.252
     34620    49.7739        -7064.361       -7064.361
     34622    49.7739        -7033.247       -7033.247
     34624    49.7739        -7046.942       -7046.942
     34626    49.7739        -7060.764       -7060.764
     34628    49.7739        -7067.474       -7067.474
     34630    49.7739        -7072.904       -7072.904
     34632    49.7739        -7064.295       -7064.295
     34634    49.7739        -7055.379       -7055.379
     34636    49.7740        -7044.022       -7044.022
     34638    49.7740        -7032.196       -7032.196
     34640    49.7740        -7035.742       -7035.742
     34642    49.7740        -7043.821       -7043.821
     34644    49.7740        -7052.352       -7052.352
     34646    49.7740        -7045.209       -7045.209
     34648    49.7740        -7038.024       -7038.024
     34650    49.7739        -7057.105       -7057.105
     34652    49.7739        -7043.946       -7043.946
     34654    49.7739        -7060.901       -7060.901
     34656    49.7738        -7061.593       -7061.593
     34658    49.7739        -7034.025       -7034.025
     34660    49.7739        -7021.541       -7021.541
     34662    49.7739        -7037.778       -7037.778
     34664    49.7738        -7039.557       -7039.557
     34666    49.7739        -7033.604       -7033.604
     34668    49.7739        -7010.681       -7010.681
     34670    49.7739        -6989.584       -6989.584
     34672    49.7739        -7016.267       -7016.267
     34674    49.7739        -7029.382       -7029.382
     34676    49.7739        -7027.616       -7027.616
     34678    49.7739        -7015.634       -7015.634
     34680    49.7738        -7014.667       -7014.667
     34682    49.7738        -6994.140       -6994.140
     34684    49.7738        -7023.128       -7023.128
     34686    49.7738        -7030.223       -7030.223
     34688    49.7739        -7021.219       -7021.219
     34690    49.7739        -7043.130       -7043.130
     34692    49.7739        -7039.319       -7039.319
     34694    49.7739        -7016.451       -7016.451
     34696    49.7739        -7036.305       -7036.305
     34698    49.7739        -7030.125       -7030.125
     34700    49.7739        -7055.171       -7055.171
     34702    49.7740        -7072.878       -7072.878
     34704    49.7740        -7063.572       -7063.572
     34706    49.7740        -7044.800       -7044.800
     34708    49.7740        -7052.165       -7052.165
     34710    49.7740        -7056.860       -7056.860
     34712    49.7740        -7031.219       -7031.219
     34714    49.7740        -7020.016       -7020.016
     34716    49.7740        -7006.198       -7006.198
     34718    49.7740        -7034.507       -7034.507
     34720    49.7739        -7022.646       -7022.646
     34722    49.7739        -7017.233       -7017.233
     34724    49.7739        -7025.065       -7025.065
     34726    49.7739        -7041.938       -7041.938
     34728    49.7739        -7053.034       -7053.034
     34730    49.7739        -7048.292       -7048.292
     34732    49.7738        -7044.155       -7044.155
     34734    49.7738        -7061.625       -7061.625
     34736    49.7738        -7038.946       -7038.946
     34738    49.7738        -7054.951       -7054.951
     34740    49.7738        -7049.992       -7049.992
     34742    49.7738        -7029.892       -7029.892
     34744    49.7738        -6996.987       -6996.987
     34746    49.7737        -7034.412       -7034.412
     34748    49.7737        -7047.029       -7047.029
     34750    49.7737        -7045.464       -7045.464
     34752    49.7737        -7070.231       -7070.231
     34754    49.7736        -7067.929       -7067.929
     34756    49.7736        -7045.191       -7045.191
     34758    49.7736        -7043.175       -7043.175
     34760    49.7736        -7029.047       -7029.047
     34762    49.7736        -7074.803       -7074.803
     34764    49.7736        -7027.635       -7027.635
     34766    49.7736        -7016.268       -7016.268
     34768    49.7736        -7028.848       -7028.848
     34770    49.7736        -7028.694       -7028.694
     34772    49.7735        -6993.768       -6993.768
     34774    49.7735        -6991.040       -6991.040
     34776    49.7735        -6989.311       -6989.311
     34778    49.7735        -6982.809       -6982.809
     34780    49.7735        -6970.277       -6970.277
     34782    49.7735        -6971.400       -6971.400
     34784    49.7735        -6998.565       -6998.565
     34786    49.7735        -7010.325       -7010.325
     34788    49.7735        -7030.969       -7030.969
     34790    49.7735        -7006.491       -7006.491
     34792    49.7735        -6994.359       -6994.359
     34794    49.7735        -7009.022       -7009.022
     34796    49.7734        -7026.996       -7026.996
     34798    49.7735        -7029.628       -7029.628
     34800    49.7735        -7017.109       -7017.109
     34802    49.7735        -7027.265       -7027.265
     34804    49.7735        -7018.532       -7018.532
     34806    49.7735        -7013.834       -7013.834
     34808    49.7735        -6999.718       -6999.718
     34810    49.7735        -7020.008       -7020.008
     34812    49.7735        -7010.013       -7010.013
     34814    49.7734        -7044.390       -7044.390
     34816    49.7734        -7050.211       -7050.211
     34818    49.7734        -7046.076       -7046.076
     34820    49.7734        -7035.769       -7035.769
     34822    49.7734        -6997.426       -6997.426
     34824    49.7734        -7013.782       -7013.782
     34826    49.7733        -7001.406       -7001.406
     34828    49.7734        -6991.971       -6991.971
     34830    49.7734        -6985.914       -6985.914
     34832    49.7734        -7012.335       -7012.335
     34834    49.7734        -7015.071       -7015.071
     34836    49.7734        -7025.816       -7025.816
     34838    49.7734        -7010.170       -7010.170
     34840    49.7734        -7013.896       -7013.896
     34842    49.7734        -7014.559       -7014.559
     34844    49.7734        -7014.261       -7014.261
     34846    49.7734        -7016.880       -7016.880
     34848    49.7734        -7022.074       -7022.074
     34850    49.7733        -7042.335       -7042.335
     34852    49.7733        -7025.793       -7025.793
     34854    49.7734        -7028.834       -7028.834
     34856    49.7733        -7048.275       -7048.275
     34858    49.7733        -7015.044       -7015.044
     34860    49.7732        -7004.449       -7004.449
     34862    49.7732        -7018.256       -7018.256
     34864    49.7731        -7011.874       -7011.874
     34866    49.7730        -7018.154       -7018.154
     34868    49.7730        -7019.256       -7019.256
     34870    49.7730        -7022.862       -7022.862
     34872    49.7730        -7035.683       -7035.683
     34874    49.7730        -7050.127       -7050.127
     34876    49.7730        -7053.326       -7053.326
     34878    49.7729        -7079.792       -7079.792
     34880    49.7729        -7072.082       -7072.082
     34882    49.7729        -7083.257       -7083.257
     34884    49.7729        -7072.676       -7072.676
     34886    49.7729        -7068.289       -7068.289
     34888    49.7729        -7026.354       -7026.354
     34890    49.7729        -7006.551       -7006.551
     34892    49.7728        -7040.698       -7040.698
     34894    49.7728        -7042.663       -7042.663
     34896    49.7727        -7059.928       -7059.928
     34898    49.7728        -7038.207       -7038.207
     34900    49.7727        -7035.387       -7035.387
     34902    49.7727        -7068.835       -7068.835
     34904    49.7727        -7052.706       -7052.706
     34906    49.7728        -7045.407       -7045.407
     34908    49.7728        -7043.773       -7043.773
     34910    49.7728        -7062.475       -7062.475
     34912    49.7728        -7058.711       -7058.711
     34914    49.7728        -7011.203       -7011.203
     34916    49.7728        -7024.147       -7024.147
     34918    49.7728        -7012.091       -7012.091
     34920    49.7727        -7023.693       -7023.693
     34922    49.7727        -7017.196       -7017.196
     34924    49.7727        -7008.475       -7008.475
     34926    49.7727        -6995.048       -6995.048
     34928    49.7728        -6984.765       -6984.765
     34930    49.7728        -6992.669       -6992.669
     34932    49.7728        -7021.210       -7021.210
     34934    49.7728        -7037.328       -7037.328
     34936    49.7728        -7032.848       -7032.848
     34938    49.7728        -7036.625       -7036.625
     34940    49.7729        -7031.915       -7031.915
     34942    49.7729        -7060.467       -7060.467
     34944    49.7729        -7025.950       -7025.950
     34946    49.7729        -7039.439       -7039.439
     34948    49.7729        -7040.513       -7040.513
     34950    49.7729        -7049.067       -7049.067
     34952    49.7729        -7058.963       -7058.963
     34954    49.7729        -7064.947       -7064.947
     34956    49.7729        -7057.490       -7057.490
     34958    49.7729        -7073.361       -7073.361
     34960    49.7729        -7061.833       -7061.833
     34962    49.7729        -7062.365       -7062.365
     34964    49.7730        -7026.837       -7026.837
     34966    49.7729        -7059.405       -7059.405
     34968    49.7729        -7073.374       -7073.374
     34970    49.7729        -7057.145       -7057.145
     34972    49.7729        -7076.441       -7076.441
     34974    49.7729        -7048.374       -7048.374
     34976    49.7729        -7062.536       -7062.536
     34978    49.7728        -7039.110       -7039.110
     34980    49.7728        -7050.726       -7050.726
     34982    49.7728        -7053.038       -7053.038
     34984    49.7728        -7050.240       -7050.240
     34986    49.7728        -7068.833       -7068.833
     34988    49.7728        -7061.518       -7061.518
     34990    49.7727        -7050.054       -7050.054
     34992    49.7727        -7043.060       -7043.060
     34994    49.7727        -7028.326       -7028.326
     34996    49.7727        -7047.977       -7047.977
     34998    49.7727        -7010.932       -7010.932
     35000    49.7727        -7019.607       -7019.607
     35002    49.7727        -7036.693       -7036.693
     35004    49.7727        -7022.951       -7022.951
     35006    49.7726        -6995.448       -6995.448
     35008    49.7726        -7007.330       -7007.330
     35010    49.7727        -7019.399       -7019.399
     35012    49.7727        -7016.175       -7016.175
     35014    49.7727        -7037.879       -7037.879
     35016    49.7727        -7028.949       -7028.949
     35018    49.7727        -7018.320       -7018.320
     35020    49.7727        -7016.691       -7016.691
     35022    49.7727        -7032.890       -7032.890
     35024    49.7727        -7007.629       -7007.629
     35026    49.7727        -7031.617       -7031.617
     35028    49.7727        -7025.170       -7025.170
     35030    49.7727        -7032.541       -7032.541
     35032    49.7727        -7041.122       -7041.122
     35034    49.7728        -7031.625       -7031.625
     35036    49.7727        -7025.045       -7025.045
     35038    49.7727        -7009.966       -7009.966
     35040    49.7727        -7012.525       -7012.525
     35042    49.7727        -6998.533       -6998.533
     35044    49.7727        -6975.594       -6975.594
     35046    49.7728        -6988.922       -6988.922
     35048    49.7728        -6997.755       -6997.755
     35050    49.7728        -7019.043       -7019.043
     35052    49.7728        -7018.519       -7018.519
     35054    49.7728        -7014.490       -7014.490
     35056    49.7727        -7010.471       -7010.471
     35058    49.7727        -7011.002       -7011.002
     35060    49.7727        -7014.841       -7014.841
     35062    49.7727        -6981.960       -6981.960
     35064    49.7727        -7001.491       -7001.491
     35066    49.7727        -6996.808       -6996.808
     35068    49.7727        -6970.179       -6970.179
     35070    49.7727        -6978.378       -6978.378
     35072    49.7726        -6998.748       -6998.748
     35074    49.7726        -6996.943       -6996.943
     35076    49.7726        -7000.312       -7000.312
     35078    49.7726        -7025.018       -7025.018
     35080    49.7726        -7032.785       -7032.785
     35082    49.7726        -7039.137       -7039.137
     35084    49.7726        -7036.176       -7036.176
     35086    49.7726        -7003.389       -7003.389
     35088    49.7726        -7034.995       -7034.995
     35090    49.7726        -7006.767       -7006.767
     35092    49.7726        -7004.545       -7004.545
     35094    49.7727        -7030.239       -7030.239
     35096    49.7727        -7015.005       -7015.005
     35098    49.7726        -7010.085       -7010.085
     35100    49.7727        -6972.722       -6972.722
     35102    49.7727        -6998.038       -6998.038
     35104    49.7727        -7021.590       -7021.590
     35106    49.7727        -6999.726       -6999.726
     35108    49.7727        -6974.414       -6974.414
     35110    49.7728        -6993.585       -6993.585
     35112    49.7727        -6987.804       -6987.804
     35114    49.7728        -6988.898       -6988.898
     35116    49.7727        -7009.193       -7009.193
     35118    49.7728        -7003.072       -7003.072
     35120    49.7728        -6989.180       -6989.180
     35122    49.7728        -7011.240       -7011.240
     35124    49.7728        -7002.645       -7002.645
     35126    49.7729        -6977.028       -6977.028
     35128    49.7728        -6973.444       -6973.444
     35130    49.7728        -7009.121       -7009.121
     35132    49.7728        -7003.835       -7003.835
     35134    49.7728        -7048.848       -7048.848
     35136    49.7727        -7025.033       -7025.033
     35138    49.7727        -7023.944       -7023.944
     35140    49.7727        -7011.150       -7011.150
     35142    49.7727        -7012.290       -7012.290
     35144    49.7727        -7008.195       -7008.195
     35146    49.7727        -7020.848       -7020.848
     35148    49.7727        -7017.129       -7017.129
     35150    49.7727        -7014.530       -7014.530
     35152    49.7727        -7063.761       -7063.761
     35154    49.7727        -7044.566       -7044.566
     35156    49.7726        -7032.018       -7032.018
     35158    49.7727        -6991.139       -6991.139
     35160    49.7727        -7007.571       -7007.571
     35162    49.7727        -7028.756       -7028.756
     35164    49.7727        -7029.363       -7029.363
     35166    49.7727        -7015.144       -7015.144
     35168    49.7727        -7024.433       -7024.433
     35170    49.7727        -7061.180       -7061.180
     35172    49.7727        -7040.364       -7040.364
     35174    49.7727        -7012.871       -7012.871
     35176    49.7727        -7020.956       -7020.956
     35178    49.7727        -7028.741       -7028.741
     35180    49.7727        -7007.327       -7007.327
     35182    49.7727        -7002.146       -7002.146
     35184    49.7727        -7021.354       -7021.354
     35186    49.7728        -6989.835       -6989.835
     35188    49.7728        -7005.944       -7005.944
     35190    49.7728        -7018.215       -7018.215
     35192    49.7729        -6973.477       -6973.477
     35194    49.7729        -6971.736       -6971.736
     35196    49.7729        -6993.302       -6993.302
     35198    49.7728        -7002.764       -7002.764
     35200    49.7728        -7009.672       -7009.672
     35202    49.7728        -7017.374       -7017.374
     35204    49.7729        -7022.736       -7022.736
     35206    49.7728        -7003.238       -7003.238
     35208    49.7728        -7004.329       -7004.329
     35210    49.7728        -6997.737       -6997.737
     35212    49.7728        -7006.596       -7006.596
     35214    49.7729        -7017.434       -7017.434
     35216    49.7729        -7018.546       -7018.546
     35218    49.7729        -7009.992       -7009.992
     35220    49.7729        -7021.262       -7021.262
     35222    49.7729        -7029.125       -7029.125
     35224    49.7729        -7026.098       -7026.098
     35226    49.7728        -7048.493       -7048.493
     35228    49.7729        -7023.483       -7023.483
     35230    49.7729        -7019.235       -7019.235
     35232    49.7729        -6992.524       -6992.524
     35234    49.7729        -7024.989       -7024.989
     35236    49.7729        -7023.158       -7023.158
     35238    49.7728        -7035.543       -7035.543
     35240    49.7729        -7037.104       -7037.104
     35242    49.7729        -7031.953       -7031.953
     35244    49.7729        -7068.000       -7068.000
     35246    49.7729        -7061.775       -7061.775
     35248    49.7729        -7026.270       -7026.270
     35250    49.7729        -7019.280       -7019.280
     35252    49.7728        -7019.169       -7019.169
     35254    49.7729        -7013.564       -7013.564
     35256    49.7728        -7024.829       -7024.829
     35258    49.7728        -7023.978       -7023.978
     35260    49.7728        -7009.443       -7009.443
     35262    49.7728        -7006.508       -7006.508
     35264    49.7728        -7012.888       -7012.888
     35266    49.7728        -7019.287       -7019.287
     35268    49.7728        -7043.424       -7043.424
     35270    49.7728        -7058.962       -7058.962
     35272    49.7727        -7068.681       -7068.681
     35274    49.7727        -7054.435       -7054.435
     35276    49.7726        -7049.440       -7049.440
     35278    49.7726        -7029.920       -7029.920
     35280    49.7726        -7017.586       -7017.586
     35282    49.7725        -7024.569       -7024.569
     35284    49.7725        -7038.432       -7038.432
     35286    49.7724        -7067.139       -7067.139
     35288    49.7724        -7034.146       -7034.146
     35290    49.7724        -7017.473       -7017.473
     35292    49.7725        -7005.543       -7005.543
     35294    49.7725        -7041.965       -7041.965
     35296    49.7724        -7025.754       -7025.754
     35298    49.7725        -7002.572       -7002.572
     35300    49.7725        -7033.871       -7033.871
     35302    49.7726        -7041.056       -7041.056
     35304    49.7726        -7044.306       -7044.306
     35306    49.7726        -7046.190       -7046.190
     35308    49.7726        -7037.228       -7037.228
     35310    49.7727        -7007.551       -7007.551
     35312    49.7727        -7024.119       -7024.119
     35314    49.7727        -7042.842       -7042.842
     35316    49.7727        -7064.554       -7064.554
     35318    49.7727        -7047.870       -7047.870
     35320    49.7728        -7044.111       -7044.111
     35322    49.7727        -7033.148       -7033.148
     35324    49.7728        -7046.202       -7046.202
     35326    49.7727        -7013.141       -7013.141
     35328    49.7727        -7030.968       -7030.968
     35330    49.7727        -7037.906       -7037.906
     35332    49.7727        -7050.735       -7050.735
     35334    49.7727        -7040.047       -7040.047
     35336    49.7728        -7027.718       -7027.718
     35338    49.7728        -7035.981       -7035.981
     35340    49.7727        -7022.277       -7022.277
     35342    49.7727        -7041.761       -7041.761
     35344    49.7728        -7038.489       -7038.489
     35346    49.7728        -7048.960       -7048.960
     35348    49.7728        -7055.332       -7055.332
     35350    49.7729        -7029.970       -7029.970
     35352    49.7729        -7032.559       -7032.559
     35354    49.7728        -7032.875       -7032.875
     35356    49.7729        -7017.934       -7017.934
     35358    49.7729        -7048.530       -7048.530
     35360    49.7729        -7060.556       -7060.556
     35362    49.7728        -7033.309       -7033.309
     35364    49.7728        -7019.738       -7019.738
     35366    49.7728        -7026.577       -7026.577
     35368    49.7728        -7033.673       -7033.673
     35370    49.7728        -7051.904       -7051.904
     35372    49.7728        -7076.138       -7076.138
     35374    49.7728        -7083.270       -7083.270
     35376    49.7728        -7066.637       -7066.637
     35378    49.7728        -7025.320       -7025.320
     35380    49.7728        -7046.870       -7046.870
     35382    49.7728        -7056.027       -7056.027
     35384    49.7728        -7049.271       -7049.271
     35386    49.7728        -7058.141       -7058.141
     35388    49.7729        -7046.396       -7046.396
     35390    49.7729        -7019.824       -7019.824
     35392    49.7729        -7010.261       -7010.261
     35394    49.7728        -7046.055       -7046.055
     35396    49.7728        -7028.781       -7028.781
     35398    49.7728        -7016.834       -7016.834
     35400    49.7728        -7005.726       -7005.726
     35402    49.7728        -7049.020       -7049.020
     35404    49.7728        -7036.938       -7036.938
     35406    49.7728        -7035.155       -7035.155
     35408    49.7728        -7033.967       -7033.967
     35410    49.7728        -7010.647       -7010.647
     35412    49.7728        -7000.441       -7000.441
     35414    49.7729        -6981.203       -6981.203
     35416    49.7728        -6987.229       -6987.229
     35418    49.7728        -7014.687       -7014.687
     35420    49.7727        -7027.439       -7027.439
     35422    49.7727        -7007.426       -7007.426
     35424    49.7727        -7033.253       -7033.253
     35426    49.7727        -7055.872       -7055.872
     35428    49.7726        -7062.419       -7062.419
     35430    49.7726        -7039.194       -7039.194
     35432    49.7726        -6995.479       -6995.479
     35434    49.7726        -7030.970       -7030.970
     35436    49.7726        -7054.436       -7054.436
     35438    49.7726        -7022.648       -7022.648
     35440    49.7726        -7033.810       -7033.810
     35442    49.7725        -7040.163       -7040.163
     35444    49.7725        -7063.765       -7063.765
     35446    49.7725        -7041.409       -7041.409
     35448    49.7725        -7020.560       -7020.560
     35450    49.7725        -7023.865       -7023.865
     35452    49.7725        -7018.312       -7018.312
     35454    49.7725        -7006.602       -7006.602
     35456    49.7725        -7072.654       -7072.654
     35458    49.7725        -7050.727       -7050.727
     35460    49.7725        -7007.256       -7007.256
     35462    49.7726        -7018.748       -7018.748
     35464    49.7725        -7006.033       -7006.033
     35466    49.7725        -6975.558       -6975.558
     35468    49.7725        -7001.598       -7001.598
     35470    49.7725        -7025.941       -7025.941
     35472    49.7725        -7031.012       -7031.012
     35474    49.7724        -7041.888       -7041.888
     35476    49.7724        -7038.331       -7038.331
     35478    49.7724        -7033.759       -7033.759
     35480    49.7724        -7039.067       -7039.067
     35482    49.7724        -7040.940       -7040.940
     35484    49.7724        -7041.349       -7041.349
     35486    49.7724        -7050.810       -7050.810
     35488    49.7724        -7016.369       -7016.369
     35490    49.7724        -7021.589       -7021.589
     35492    49.7724        -7035.865       -7035.865
     35494    49.7724        -7042.961       -7042.961
     35496    49.7724        -7033.540       -7033.540
     35498    49.7724        -7013.869       -7013.869
     35500    49.7723        -7007.245       -7007.245
     35502    49.7723        -6993.463       -6993.463
     35504    49.7723        -6990.310       -6990.310
     35506    49.7724        -6997.053       -6997.053
     35508    49.7724        -6990.550       -6990.550
     35510    49.7724        -6989.307       -6989.307
     35512    49.7724        -6976.067       -6976.067
     35514    49.7724        -7008.579       -7008.579
     35516    49.7725        -7000.660       -7000.660
     35518    49.7725        -6998.081       -6998.081
     35520    49.7725        -6991.711       -6991.711
     35522    49.7724        -7010.665       -7010.665
     35524    49.7724        -7005.874       -7005.874
     35526    49.7724        -6981.718       -6981.718
     35528    49.7724        -6988.025       -6988.025
     35530    49.7724        -6993.065       -6993.065
     35532    49.7724        -6989.719       -6989.719
     35534    49.7725        -6976.995       -6976.995
     35536    49.7724        -7014.190       -7014.190
     35538    49.7724        -7034.086       -7034.086
     35540    49.7723        -7005.282       -7005.282
     35542    49.7723        -7020.389       -7020.389
     35544    49.7723        -6983.833       -6983.833
     35546    49.7723        -6979.884       -6979.884
     35548    49.7724        -7004.255       -7004.255
     35550    49.7723        -7014.020       -7014.020
     35552    49.7723        -7042.402       -7042.402
     35554    49.7723        -7037.287       -7037.287
     35556    49.7724        -7072.603       -7072.603
     35558    49.7724        -7046.146       -7046.146
     35560    49.7724        -7062.363       -7062.363
     35562    49.7724        -7037.793       -7037.793
     35564    49.7724        -7013.345       -7013.345
     35566    49.7724        -7035.117       -7035.117
     35568    49.7724        -7026.446       -7026.446
     35570    49.7724        -6996.216       -6996.216
     35572    49.7724        -6981.567       -6981.567
